Training
Cycle	Mini-batch avg. cost
54	0.333451950283
54	0.350475709334
54	0.337423368766
55	0.3367591892
55	0.331266401668
55	0.354390166522
56	0.335351509074
56	0.346734976153
56	0.341345152206
57	0.33165824315
57	0.3426774055
57	0.350243523675
58	0.344897063185
58	0.342216181782
58	0.338120946322
59	0.341116662742
59	0.33977847127
59	0.345560096139
60	0.343434017947
60	0.33155465739
60	0.35206109716
61	0.347921546932
61	0.33626755325
61	0.34385881821
62	0.343161853439
62	0.344720734415
62	0.341367833869
63	0.340865019928
63	0.344144102224
63	0.345174323519
64	0.343091284737
64	0.34574951546
64	0.341947648566
65	0.338846687279
65	0.34711717805
65	0.346181985571
66	0.342955901084
66	0.348097108721
66	0.342001914812
67	0.346009812399
67	0.343641340419
67	0.344045800975
68	0.35282365791
68	0.335048199993
68	0.34689220138
69	0.346667609308
69	0.344446147074
69	0.344886970687
70	0.337821914531
70	0.34942840177
70	0.349737546975
71	0.345892798721
71	0.34955545841
71	0.342498859525
72	0.349618679277
72	0.339701446267
72	0.349210177197
73	0.343488406268
73	0.346368132009
73	0.349980005329
74	0.3486121011
74	0.344408241807
74	0.347758434136
75	0.346265363921
75	0.34052936277
75	0.354880295072
76	0.346702711047
76	0.350690753988
76	0.345014197829
77	0.346755406457
77	0.350011890957
77	0.346570090165
78	0.352586828254
78	0.343944118514
78	0.348239163129
79	0.347912202518
79	0.349898405552
79	0.347953540699
80	0.343570789232
80	0.346758034895
80	0.35609816585
81	0.352058117225
81	0.344181239604
81	0.351372716826
82	0.352335400402
82	0.3406723508
82	0.355427386685
83	0.354057477642
83	0.347711095753
83	0.347610133512
84	0.354995886442
84	0.345597576687
84	0.349970528193
85	0.34915821871
85	0.347916661292
85	0.354178695637
86	0.351902840992
86	0.350493237375
86	0.349971647948
87	0.351211706031
87	0.351549628898
87	0.350389861057
88	0.344263481411
88	0.363236732628
88	0.346485410647
89	0.343542049257
89	0.348098457222
89	0.363284335629
90	0.347354995163
90	0.356203982972
90	0.352134561882
91	0.350918722107
91	0.361599599474
91	0.344395620641
92	0.347351423982
92	0.352960148285
92	0.357574794981
93	0.350987294703
93	0.355277610922
93	0.352668597796
94	0.344535015714
94	0.360019387075
94	0.354521051439
95	0.357660995991
95	0.352520237218
95	0.350389809798
96	0.356391837739
96	0.345329917725
96	0.359881403975
97	0.357596485761
97	0.355952179083
97	0.348923606376
98	0.353410655278
98	0.346514307644
98	0.363223048955
99	0.355915513283
99	0.351999421318
99	0.356081932723
100	0.355044970155
100	0.359106555927
100	0.350552498716
101	0.351174114303
101	0.351479499119
101	0.363004301078
102	0.353286591906
102	0.349179315462
102	0.363990271321
103	0.355077567503
103	0.358779906462
103	0.353746846881
104	0.356379168085
104	0.359769884023
104	0.351624594206
105	0.344238774161
105	0.361792652138
105	0.36288732969
106	0.350379065882
106	0.354472109143
106	0.365332880581
107	0.361348678102
107	0.363780063542
107	0.345815500422
108	0.359610252546
108	0.353083311765
108	0.358876753122
109	0.360918142576
109	0.356554390452
109	0.355022053226
110	0.361335753574
110	0.358002773286
110	0.353904657161
111	0.371064827564
111	0.349317643311
111	0.353561142402
112	0.34931604744
112	0.358315106528
112	0.367314340954
113	0.352364939908
113	0.362430343927
113	0.360962350917
114	0.358029881598
114	0.360470121531
114	0.358065464345
115	0.36726864907
115	0.343478661661
115	0.366054194475
116	0.346842506697
116	0.367934428537
116	0.362941510575
117	0.373557296054
117	0.355234588621
117	0.349803419553
118	0.363469074592
118	0.349983102145
118	0.365967978416
119	0.359255402967
119	0.348109878608
119	0.372679505944
120	0.373433084367
120	0.354386119217
120	0.352861372219
121	0.347949824318
121	0.387871591278
121	0.345343305317
122	0.355219302047
122	0.366419979537
122	0.360620800488
123	0.359968921176
123	0.36861871341
123	0.354399979538
124	0.349905677778
124	0.375397201353
124	0.358268340582
125	0.373014876144
125	0.344804834996
125	0.366569902829
126	0.356768707761
126	0.368112574251
126	0.360134467108
127	0.353851986757
127	0.372402891903
127	0.359773565519
128	0.348451884104
128	0.378120076635
128	0.360023355091
129	0.353282116834
129	0.372293394515
129	0.361713440376
130	0.361536584205
130	0.366751084948
130	0.359819420239
131	0.33957327735
131	0.380586240254
131	0.368015060902
132	0.363484639471
132	0.370874793145
132	0.355138644523
133	0.360484892353
133	0.34988054478
133	0.379250868157
134	0.360231713733
134	0.358890524626
134	0.371434634928
135	0.366202524913
135	0.358272619515
135	0.367000227037
136	0.371504920202
136	0.372059538787
136	0.348414992419
137	0.374743035315
137	0.364384332926
137	0.353572119132
138	0.373051175298
138	0.365871397304
138	0.354387798768
139	0.362539200754
139	0.372633423043
139	0.358722951538
140	0.365123128347
140	0.35324935071
140	0.375956685816
141	0.362261219053
141	0.360908839959
141	0.371871000508
142	0.387391933868
142	0.343357842905
142	0.36470898532
143	0.357281276123
143	0.38676462649
143	0.35233016842
144	0.369623450658
144	0.366309860555
144	0.361239517876
145	0.380571926835
145	0.350461103465
145	0.366566328478
146	0.378404560713
146	0.358020449124
146	0.361915342159
147	0.337543514987
147	0.361361720757
147	0.399300569495
148	0.366629240117
148	0.347758673727
148	0.384858841617
149	0.372729360294
149	0.369402955235
149	0.357869418545
150	0.384462199693
150	0.367690349505
150	0.348441915282
151	0.364801223384
151	0.358145195147
151	0.378076160877
152	0.382637857164
152	0.346340387456
152	0.372563130228
153	0.370930347588
153	0.354391586348
153	0.377109623877
154	0.338108189761
154	0.387447547075
154	0.376872109616
155	0.365217040584
155	0.386942027345
155	0.35109613944
156	0.376131523023
156	0.373512308655
156	0.35454266797
157	0.381469721525
157	0.363898960561
157	0.358842679274
158	0.373223997036
158	0.354866509715
158	0.376884891706
159	0.353570998168
159	0.383160887132
159	0.369088138962
160	0.365735436088
160	0.358480080034
160	0.381739534187
161	0.368917235351
161	0.354324073443
161	0.383221941496
162	0.367189923073
162	0.36781960809
162	0.372422231486
163	0.360062968632
163	0.355164143983
163	0.39265581832
164	0.348961887807
164	0.380510984509
164	0.378345998053
165	0.348816953088
165	0.378435672471
165	0.381514315827
166	0.368627462133
166	0.367369221168
166	0.37375727304
167	0.370309571891
167	0.384257418408
167	0.355314499692
168	0.359132737754
168	0.346499396525
168	0.404667271943
169	0.385131650131
169	0.345914765931
169	0.379831631306
170	0.394249795304
170	0.346007155117
170	0.371292903941
171	0.354578868892
171	0.371598575519
171	0.385759739242
172	0.383771687682
172	0.352806562795
172	0.37622508558
173	0.365671810394
173	0.378581370706
173	0.368934790333
174	0.363572046035
174	0.391820222545
174	0.358248555189
175	0.359703054631
175	0.372945434641
175	0.381718864421
176	0.387682468148
176	0.366366007857
176	0.360906810935
177	0.377992716599
177	0.399747990172
177	0.337611999138
178	0.37305107563
178	0.356450607208
178	0.386421869477
179	0.389310581107
179	0.37500152737
179	0.351863664407
180	0.400246177205
180	0.346273947423
180	0.369973988786
181	0.364910247987
181	0.378227558419
181	0.374326171568
182	0.371599918689
182	0.382721701287
182	0.363613413953
183	0.380959874926
183	0.354079710491
183	0.383445049861
184	0.365104588995
184	0.387518528371
184	0.366250782815
185	0.357294587975
185	0.374888315233
185	0.386931040908
186	0.398520507017
186	0.350431532633
186	0.370759885368
187	0.386964660293
187	0.381397743778
187	0.351901337648
188	0.351563953739
188	0.381140712474
188	0.388014721585
189	0.355218286156
189	0.389910728435
189	0.37596867776
190	0.358345799366
190	0.408017797353
190	0.355166510555
191	0.356250675694
191	0.37811900066
191	0.387513671166
192	0.400629498885
192	0.357678635332
192	0.364448207963
193	0.35870459409
193	0.414445966841
193	0.34948869566
194	0.372803668973
194	0.404034901011
194	0.346887737918
195	0.39047338359
195	0.387325197044
195	0.346387327212
196	0.375837435343
196	0.38565668247
196	0.363237467339
197	0.365890937341
197	0.379022232233
197	0.379988173333
198	0.379687910086
198	0.382292908438
198	0.363468779035
199	0.389340557449
199	0.367792272587
199	0.369051585506
200	0.385671988752
200	0.350837495674
200	0.389998700078
201	0.37746166815
201	0.383082375703
201	0.366510177192
202	0.389938342166
202	0.351436724328
202	0.386060766191
203	0.400329805126
203	0.382176128086
203	0.345349840295
204	0.409860169073
204	0.355085764878
204	0.363068861169
205	0.381419329736
205	0.388746353921
205	0.358816048707
206	0.396118399954
206	0.360520084857
206	0.372435622955
207	0.363611474828
207	0.366163493088
207	0.399877902833
208	0.370676453422
208	0.394328568511
208	0.365211590142
209	0.377684978401
209	0.361636185575
209	0.391143445418
210	0.371182873922
210	0.377366400872
210	0.382565656839
211	0.375978535162
211	0.385656251038
211	0.369708633617
212	0.380945068306
212	0.398593675004
212	0.352533577961
213	0.401199396606
213	0.353561048086
213	0.377721109868
214	0.370360000871
214	0.383181799426
214	0.379092143795
215	0.380812692396
215	0.350903163725
215	0.401467075699
216	0.405564433429
216	0.36545400511
216	0.362826602003
217	0.374861384362
217	0.368836842937
217	0.390662165575
218	0.351366031977
218	0.409086239209
218	0.374285549535
219	0.397872632394
219	0.369837359597
219	0.36728010439
220	0.362259544731
220	0.397526248127
220	0.37584372337
221	0.343425679878
221	0.416795365391
221	0.375541217107
222	0.398165131236
222	0.355683164723
222	0.382642742147
223	0.37356490464
223	0.392021906693
223	0.371401120242
224	0.380187752592
224	0.368160659678
224	0.38895873493
225	0.376364279077
225	0.375267429689
225	0.386203206078
226	0.35868738939
226	0.39169684142
226	0.387860660935
227	0.376319111319
227	0.379741397518
227	0.382873400969
228	0.374589758566
228	0.398756417463
228	0.365623012701
229	0.385825029671
229	0.382146483402
229	0.371705238681
230	0.371994329766
230	0.390775295573
230	0.377377631746
231	0.371324978862
231	0.366013469354
231	0.403009036908
232	0.398113773333
232	0.38124421205
232	0.361473699713
233	0.359891907262
233	0.387614705037
233	0.393776144003
234	0.405596682237
234	0.368946023537
234	0.367257236951
235	0.386693053095
235	0.406588254426
235	0.348801598701
236	0.374800935835
236	0.395178358695
236	0.372623443502
237	0.364088586164
237	0.388339558051
237	0.390778311377
238	0.425794741652
238	0.353546697475
238	0.363711329598
239	0.413037244484
239	0.346730286815
239	0.384194495953
240	0.355842051933
240	0.37967181725
240	0.408710699025
241	0.366152951521
241	0.401628365524
241	0.376980016058
242	0.38184646201
242	0.401909471033
242	0.361539775121
243	0.369317046219
243	0.394965821585
243	0.381644462591
244	0.399949298374
244	0.375208499304
244	0.37124671319
245	0.365592635439
245	0.395513242461
245	0.385387294703
246	0.373609877366
246	0.410069212191
246	0.363487298999
247	0.360538187241
247	0.377092198003
247	0.409714800369
248	0.373680035378
248	0.370524052527
248	0.403913412344
249	0.39022275462
249	0.351994804969
249	0.405866636051
250	0.375060057712
250	0.372140135135
250	0.40134390339
251	0.389422590847
251	0.372502946736
251	0.387521067598
252	0.397240706287
252	0.357366980261
252	0.395246800142
253	0.379727119468
253	0.403285679984
253	0.367319653882
254	0.385294900928
254	0.375165209827
254	0.390225642633
255	0.395224646254
255	0.355253325937
255	0.400633781613
256	0.382761551087
256	0.365751305924
256	0.402539059523
257	0.38410360075
257	0.400072441444
257	0.367931783889
258	0.38301032214
258	0.400882179291
258	0.368902682088
259	0.386222066426
259	0.406778396618
259	0.36011661176
260	0.37939062003
260	0.402193479207
260	0.372133863422
261	0.423791418513
261	0.348038239299
261	0.382166191071
262	0.399810593666
262	0.37410830324
262	0.380775394396
263	0.400370766812
263	0.371115602516
263	0.383585970661
264	0.379955445716
264	0.40465538541
264	0.370815143667
265	0.379607202296
265	0.41850965418
265	0.35774415124
266	0.389407348441
266	0.386571313197
266	0.380592716121
267	0.40808503337
267	0.392731370632
267	0.356382496951
268	0.40089657148
268	0.37815901783
268	0.378641272365
269	0.399253461229
269	0.39334455601
269	0.365582199844
270	0.37459452124
270	0.386644945906
270	0.397493718437
271	0.382044866325
271	0.374681596778
271	0.402000200369
272	0.388736097434
272	0.353055955363
272	0.417029999285
273	0.391938260678
273	0.395142840304
273	0.373394119618
274	0.38018616225
274	0.361934032077
274	0.418327713729
275	0.369219000998
275	0.390212130624
275	0.401757599903
276	0.422905626801
276	0.363960489636
276	0.375310519768
277	0.404076007767
277	0.405384268364
277	0.353324789826
278	0.396721276768
278	0.387932576564
278	0.378674364777
279	0.402800387996
279	0.362084522604
279	0.399117279976
280	0.388230797528
280	0.398087519467
280	0.37852549611
281	0.384138213478
281	0.391063469061
281	0.390172100529
282	0.380854489526
282	0.391904416003
282	0.393397974298
283	0.389387186155
283	0.399114805016
283	0.378221114845
284	0.413766319454
284	0.390845860231
284	0.36286026499
285	0.403915156721
285	0.362767052117
285	0.401643197991
286	0.369110543916
286	0.378088187933
286	0.422017876877
287	0.410206948066
287	0.384184505566
287	0.375858848866
288	0.360206573276
288	0.393215881292
288	0.417402859887
289	0.369344997115
289	0.400036546159
289	0.402080171252
290	0.389621272895
290	0.365937928894
290	0.417219389076
291	0.376527287922
291	0.389841195483
291	0.407655704704
292	0.381791266753
292	0.388419534451
292	0.404820975585
293	0.405505704616
293	0.390912527653
293	0.379586995263
294	0.410887649993
294	0.415216076811
294	0.351028875262
295	0.400033320512
295	0.412010922172
295	0.366357372327
296	0.404629485248
296	0.353356674016
296	0.420937905062
297	0.406632734877
297	0.379266713474
297	0.394574743283
298	0.399269664096
298	0.431438656185
298	0.350951544716
299	0.361779664615
299	0.413726418965
299	0.406929773167
300	0.413560529591
300	0.376562174333
300	0.393743136963
301	0.393304884324
301	0.38736892808
301	0.404032574964
302	0.367048331597
302	0.399800296025
302	0.418442525901
303	0.385513033455
303	0.3778522415
303	0.423801708523
304	0.358056475639
304	0.418843508712
304	0.410806857071
305	0.405514250812
305	0.402525989863
305	0.381290386525
306	0.407465804631
306	0.377741103257
306	0.405080979236
307	0.382476893911
307	0.408557502983
307	0.400363369142
308	0.442512413633
308	0.391052160579
308	0.358406502892
309	0.423778332762
309	0.377740408019
309	0.391630840171
310	0.38948757762
310	0.409675526406
310	0.394765657746
311	0.379206801774
311	0.383912137729
311	0.431331989006
312	0.385280235828
312	0.409119764788
312	0.400887060496
313	0.381570074294
313	0.425700132456
313	0.389070839124
314	0.403785522048
314	0.410599162755
314	0.382770250898
315	0.375516835336
315	0.418368637793
315	0.403782953298
316	0.362555529807
316	0.45330022106
316	0.382202503429
317	0.438513132196
317	0.404686683325
317	0.355904599394
318	0.424051295501
318	0.394834887703
318	0.380823660298
319	0.412989710964
319	0.394762650485
319	0.392499133068
320	0.389644195829
320	0.415457142617
320	0.395754650607
321	0.377879856658
321	0.414025079972
321	0.40950553301
322	0.353992243926
322	0.407941647421
322	0.439653376855
323	0.437304875191
323	0.381214545829
323	0.383882749872
324	0.376312686161
324	0.402192828269
324	0.423773685318
325	0.413621609114
325	0.387925979286
325	0.401918725982
326	0.415263826651
326	0.403741760439
326	0.384840702582
327	0.401167635124
327	0.382976428463
327	0.419843911735
328	0.413946072922
328	0.419376539397
328	0.371461026108
329	0.385631848342
329	0.407828471064
329	0.411683994724
330	0.372896079006
330	0.429655695018
330	0.402885716457
331	0.383169750327
331	0.413315621659
331	0.409608501048
332	0.384264945249
332	0.384700605688
332	0.43715322971
333	0.396925808946
333	0.395904217934
333	0.41408228747
334	0.382523854777
334	0.388795192333
334	0.435833760971
335	0.396674240601
335	0.399207816771
335	0.41178431316
336	0.413883336078
336	0.39680684017
336	0.397525920306
337	0.402575587763
337	0.393520976661
337	0.412404973221
338	0.372821037386
338	0.394198897638
338	0.441710163851
339	0.434973763025
339	0.373468063949
339	0.400623249499
340	0.439460641757
340	0.383473976853
340	0.386797915147
341	0.442200826954
341	0.384434053618
341	0.383448732857
342	0.389345445397
342	0.416228298695
342	0.40475213989
343	0.361787258426
343	0.453277556442
343	0.395173164903
344	0.377932542525
344	0.420874646724
344	0.412051547353
345	0.360490581001
345	0.420281317294
345	0.430143233165
346	0.406192028162
346	0.405044813945
346	0.40036354395
347	0.372403625864
347	0.385661335868
347	0.453610415661
348	0.400139656483
348	0.407085192244
348	0.404957972903
349	0.431158924845
349	0.362171683029
349	0.419260690441
350	0.3860623775
350	0.423707631263
350	0.403400477324
351	0.384158822721
351	0.386660226474
351	0.442433652977
352	0.415968455764
352	0.386330482985
352	0.411444488661
353	0.442814160396
353	0.358137190008
353	0.413203043044
354	0.439819286379
354	0.36667051833
354	0.407415607397
355	0.379214301161
355	0.424140850988
355	0.411196212183
356	0.399806050058
356	0.390173528735
356	0.425070785176
357	0.405977365019
357	0.443428424362
357	0.36607752379
358	0.443955708473
358	0.388029385908
358	0.383946452988
359	0.427930135166
359	0.360833186143
359	0.427220686872
360	0.387837607539
360	0.398995039262
360	0.42933197606
361	0.409316398568
361	0.414123206013
361	0.393366744631
362	0.388022656034
362	0.369585208907
362	0.45912982671
363	0.435687530501
363	0.362248727625
363	0.419087604229
364	0.40052577347
364	0.392233508666
364	0.424804629533
365	0.410303124957
365	0.425515341654
365	0.381985008269
366	0.452445593927
366	0.414136974072
366	0.351642166311
367	0.404751461456
367	0.387298446464
367	0.426658454858
368	0.410909117205
368	0.393985756548
368	0.414017216334
369	0.404295375165
369	0.377637871547
369	0.437117660055
370	0.411690425678
370	0.423497598261
370	0.384334425811
371	0.383008169913
371	0.420384945637
371	0.416361748089
372	0.428644457467
372	0.382986708473
372	0.408731480509
373	0.407858619947
373	0.397768323436
373	0.414711592134
374	0.408286558514
374	0.434300951866
374	0.377945047812
375	0.411157752304
375	0.413535132181
375	0.396510575679
376	0.388301113039
376	0.420203933685
376	0.412817820595
377	0.404035912879
377	0.416476185795
377	0.40129649098
378	0.397566850819
378	0.40819621543
378	0.416157285141
379	0.403293768865
379	0.41313429267
379	0.406032541843
380	0.431645926928
380	0.416819874914
380	0.374276125125
381	0.403492539671
381	0.402661241261
381	0.416855785551
382	0.383951136734
382	0.409207198362
382	0.430110434114
383	0.433605023848
383	0.383204185575
383	0.406777453336
384	0.378075357511
384	0.428753877388
384	0.416923206906
385	0.396896971537
385	0.42295951853
385	0.404366528522
386	0.39519443419
386	0.416031053423
386	0.413216795069
387	0.365394404598
387	0.422907526706
387	0.43612275608
388	0.396127138803
388	0.421191813967
388	0.407504283438
389	0.434655634439
389	0.417578975407
389	0.373207768335
390	0.417053985244
390	0.417372023784
390	0.391438777344
391	0.448014247115
391	0.373323191212
391	0.404667007358
392	0.429051370541
392	0.403154551406
392	0.394116461405
393	0.439983083322
393	0.407510472221
393	0.37917946091
394	0.433059004318
394	0.413456031935
394	0.380398005508
395	0.401859181413
395	0.362494068664
395	0.462421032993
396	0.374128741993
396	0.407319223352
396	0.445928983629
397	0.415645078689
397	0.418158136654
397	0.394023080635
398	0.440477924483
398	0.418370052159
398	0.369242520743
399	0.392472665968
399	0.407577195804
399	0.427992270769
400	0.412448377899
400	0.411231025968
400	0.404821533411
401	0.365577252107
401	0.419892386399
401	0.442984656679
402	0.387486188945
402	0.463505253508
402	0.378055869032
403	0.432527140816
403	0.405002072811
403	0.392128307566
404	0.428260672005
404	0.435166743545
404	0.366131398298
405	0.39242123999
405	0.405624686237
405	0.43194285837
406	0.409152814563
406	0.391152608567
406	0.429958148248
407	0.462450446385
407	0.381290497636
407	0.386962482918
408	0.470680949572
408	0.365633966863
408	0.394526262931
409	0.403947306579
409	0.390951447538
409	0.436245092745
410	0.394454644541
410	0.411784296011
410	0.425315476879
411	0.385029884322
411	0.445827177186
411	0.401005998125
412	0.423450695556
412	0.427372738144
412	0.381216550288
413	0.398643112077
413	0.418840406296
413	0.414750343207
414	0.424211644718
414	0.403752023722
414	0.404909666359
415	0.406230017651
415	0.430745600586
415	0.395938111873
416	0.403257578733
416	0.432319826647
416	0.397659004033
417	0.393450423934
417	0.431024661056
417	0.409126915415
418	0.396899842337
418	0.4008636585
418	0.435796013782
419	0.4296196553
419	0.428520382616
419	0.376046383703
420	0.447814791695
420	0.369545889218
420	0.416831524434
421	0.390426184982
421	0.433443671425
421	0.410860932455
422	0.359189001509
422	0.428585230902
422	0.446900319648
423	0.425381913109
423	0.429402493933
423	0.380546351034
424	0.420001268475
424	0.399974235594
424	0.415482225975
425	0.408117132975
425	0.431760079558
425	0.395953817922
426	0.465935448261
426	0.355860521152
426	0.414214528253
427	0.408232159487
427	0.42292905411
427	0.405088385807
428	0.401591718028
428	0.440856707402
428	0.394203804927
429	0.418786820843
429	0.406019500676
429	0.41229388523
430	0.415702401072
430	0.402133029212
430	0.419064626715
431	0.355865129837
431	0.43067978828
431	0.450700811969
432	0.394963074533
432	0.422879158133
432	0.419938389784
433	0.401941762118
433	0.449914806815
433	0.386138621343
434	0.410816751937
434	0.433629332133
434	0.393910112771
435	0.398407821314
435	0.444860253806
435	0.395404339063
436	0.439309955115
436	0.386340067107
436	0.413162242946
437	0.44869389717
437	0.426475045725
437	0.364079024877
438	0.402642866721
438	0.441220720337
438	0.395654069502
439	0.383639778468
439	0.427848213018
439	0.427845129853
440	0.397116079966
440	0.450084893753
440	0.392601715757
441	0.434712956608
441	0.397482060869
441	0.407997313964
442	0.434738570085
442	0.39361020626
442	0.412304601368
443	0.400289078444
443	0.365049134981
443	0.474897955727
444	0.378190016948
444	0.451820200097
444	0.410753203283
445	0.461310650364
445	0.388311007163
445	0.391409938999
446	0.389396354531
446	0.474091885319
446	0.377711859737
447	0.411072322772
447	0.39198116255
447	0.43892739249
448	0.389884924347
448	0.418755011871
448	0.433525443921
449	0.439226885042
449	0.399083679657
449	0.404087749428
450	0.414464292771
450	0.406626016016
450	0.42158227586
451	0.366067838756
451	0.419665259794
451	0.457078215929
452	0.424156380675
452	0.423081553067
452	0.396199868684
453	0.430175394962
453	0.404182575989
453	0.409141079433
454	0.401166634944
454	0.419185004536
454	0.423325567937
455	0.416404950273
455	0.446093655866
455	0.381453593338
456	0.402762099988
456	0.460891939299
456	0.380412901687
457	0.41502567808
457	0.449469671739
457	0.380010797986
458	0.410897785878
458	0.432111691667
458	0.401818475307
459	0.40212828814
459	0.431794248968
459	0.410881065
460	0.401338923526
460	0.421098587893
460	0.423002504418
461	0.426855872844
461	0.391825231216
461	0.427141165123
462	0.41243146089
462	0.414265374193
462	0.419247499902
463	0.439687904718
463	0.402167706467
463	0.404258442892
464	0.416173396767
464	0.411109651238
464	0.419037004547
465	0.428845588205
465	0.452694543864
465	0.365164232723
466	0.419772155457
466	0.424177747917
466	0.40312033608
467	0.359385373313
467	0.464216563755
467	0.423078920843
468	0.45381365371
468	0.435122226706
468	0.358672686834
469	0.391989058015
469	0.431278297035
469	0.424238049202
470	0.38008468877
470	0.428178993612
470	0.439677803264
471	0.366159108202
471	0.46464594371
471	0.417262787349
472	0.424245827635
472	0.444103999465
472	0.380230773418
473	0.438769387851
473	0.38141486914
473	0.428700147514
474	0.482959098561
474	0.373663604826
474	0.392381707128
475	0.383958099587
475	0.437798381277
475	0.427633062693
476	0.419038315315
476	0.409855059242
476	0.420815693907
477	0.389048916144
477	0.431972891529
477	0.428289176928
478	0.451785635125
478	0.384927662643
478	0.413520783921
479	0.420554001851
479	0.394261153163
479	0.435656615198
480	0.366906086192
480	0.441523378122
480	0.44206493776
481	0.413114515825
481	0.429105150992
481	0.408752762963
482	0.373047248952
482	0.473121498129
482	0.404656424561
483	0.410598293132
483	0.39399823393
483	0.446794488198
484	0.424673580926
484	0.428210601059
484	0.398930532556
485	0.406945882693
485	0.435049664361
485	0.409738524585
486	0.45698727824
486	0.391443703099
486	0.403749100196
487	0.382256308025
487	0.431063644685
487	0.438915635679
488	0.404690577621
488	0.453958560729
488	0.394081615112
489	0.367586275502
489	0.428785191201
489	0.456376211673
490	0.47103256173
490	0.373754850889
490	0.408277563964
491	0.413159651246
491	0.429148859735
491	0.411028299567
492	0.42317652445
492	0.422835933752
492	0.40755104196
493	0.399901958426
493	0.46084244431
493	0.39298852653
494	0.466871424595
494	0.39654382267
494	0.390837955316
495	0.436798738238
495	0.423964577035
495	0.393578921272
496	0.399010784589
496	0.405708500382
496	0.449815572794
497	0.40550322406
497	0.443179220926
497	0.406386004272
498	0.442872760149
498	0.399099238212
498	0.413403501161
499	0.453527063347
499	0.392708020738
499	0.408901606483
500	0.387490031219
500	0.412231082424
500	0.45590029119
501	0.450763655753
501	0.374354625771
501	0.430813442831
502	0.421828859442
502	0.420020628252
502	0.414528764566
503	0.434310008044
503	0.42686244017
503	0.395296251396
504	0.400317947626
504	0.407046307636
504	0.449342525018
505	0.456744125131
505	0.416510929322
505	0.383877809487
506	0.383157007706
506	0.46841347229
506	0.405541873377
507	0.436127575991
507	0.415456857457
507	0.405914679753
508	0.435981744858
508	0.396149304439
508	0.425608224147
509	0.396637643145
509	0.439653479442
509	0.421723961405
510	0.404012986798
510	0.420465747868
510	0.43384201583
511	0.448814030303
511	0.423990556636
511	0.385676053881
512	0.415039188661
512	0.42308844917
512	0.420293573807
513	0.419092866581
513	0.418192272497
513	0.421805956383
514	0.384615225252
514	0.4738954827
514	0.400260986719
515	0.408651129685
515	0.441403246699
515	0.409182291129
516	0.413704977343
516	0.391475577222
516	0.454499236335
